duration,input.b1,input.b2,input.e1,input.e2,input.relation,input.sent_id,input.sentence,input.term1,input.term2,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.rellist,output.rellist.annotations,output.rellist.cos_clarity,output.rellist.unique_annotations,worker,uqs,unit_annotation_score,SRS,max_rel,max_srs,none,per:place_of_birth,per:place_of_death,per:places_of_residence
76.3333333333,20,10,21,12,per:places_of_residence,43adea651f4a131f9dbd0877b677206f7daad5299e707acdf26fd40b05f0fbe1:10-12:20-21,"Boatman , had previously been lampooned by comedian and activist Mark Thomas , who described how Pro-Tect had breached new UK controls on torture equipment and brokerage .",Mark Thomas,UK,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7580108241,"Counter({'none': 0.8702560565349884, 'per:places_of_residence': 0.12974394346501153, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8702560565349884, 'per:places_of_residence': 0.12974394346501153}",none,0.8702560565,0.8702560565,0,0,0.1297439435
32.7333333333,5,0,6,2,per:place_of_birth,cc565c60e6b73ff181a99a0891092acdc52a10e80ac6e35a20fed46eba3baab8:0-2:5-6,"Riccardo Illy was born in Trieste , Friuli-Venezia Giulia .",Riccardo Illy,Trieste,,19,0.9230769231,3,"Counter({'per:place_of_birth': 12, 'per:places_of_residence': 4, 'none': 3, 'per:place_of_death': 0})",19,0.9230769231,3,15,0.6053740106,"Counter({'per:place_of_birth': 0.8074904615219509, 'per:places_of_residence': 0.25680995271189555, 'none': 0.19250953847804914, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.8074904615219509, 'per:places_of_residence': 0.25680995271189555, 'none': 0.19250953847804914}",per:place_of_birth,0.8074904615,0.1925095385,0.8074904615,0,0.2568099527
62.7333333333,9,10,10,13,org:subsidiaries,f09451e234803554199159c351fe4d681b3c653e6fab282ad49ce78c0b7e42c2:9-10:10-13,Ford Motor Company 's former 33.9 % ownership of Mazda North American Operations is an example of a controlling interest with minority shareholding that was granted by Mazda .,North American Operations,Mazda,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
95.2666666667,15,4,16,5,per:places_of_residence,d3a32f942e42296f92278a485d7e79c652026f3aaadb866b3a24c97650c4d46a:4-5:15-16,"After the coup , Thaksin , 59 , and Pojaman , 51 , returned to Thailand in February 2008 but fled back to Britain in August after Pojaman and her brother were sentenced to three years in jail for tax evasion .",Thaksin,Thailand,,15,1,1,"Counter({'per:places_of_residence': 15, 'per:place_of_birth': 0, 'none': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'per:places_of_residence': 1.0, 'per:place_of_birth': 0.0, 'none': 0.0, 'per:place_of_death': 0.0})",{'per:places_of_residence': 1.0},per:places_of_residence,1,0,0,0,1
33.6,17,12,19,14,per:founded_org,c333b7feb4831386b0de161eb3c638b6df3bb9221694bbcd08fc41d427f7edba:17-19:12-14,"The group then went to a dinner at the ski chalet of Peter Munk , founder of Barrick Gold , the world 's largest gold-mining company , based in Toronto .",Peter Munk,Barrick Gold,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
69.3333333333,8,37,9,38,per:place_of_birth,c4648a87e8fc9f7a223caf041f9c2a49741693d9c78af45fde0191b2d40fae70:37-38:8-9,"Born to a middle-class family in Missoula , Montana , Lynch spent his childhood traveling around the United States , before going on to study painting at the Pennsylvania Academy of Fine Arts in Philadelphia , where he first made the transition to producing short films .",he,Montana,,17,0.9330078226,3,"Counter({'per:place_of_birth': 11, 'none': 3, 'per:places_of_residence': 3, 'per:place_of_death': 0})",17,0.9330078226,3,15,0.5283454347,"Counter({'per:place_of_birth': 0.7317623500191456, 'none': 0.1999927277037915, 'per:places_of_residence': 0.19163617996879015, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.7317623500191456, 'none': 0.1999927277037915, 'per:places_of_residence': 0.19163617996879015}",per:place_of_birth,0.73176235,0.1999927277,0.73176235,0,0.19163618
159.666666667,22,11,23,13,org:place_of_headquarters,05b3f66200f89ce13fe0a543c859f0eaa35ccbb07e6fc31ad1596d6f0b3ec240:11-13:22-23,"While the National Defence Act continued to state that "" the Canadian Forces are the armed forces of Her Majesty raised by Canada , "" the royal prefix was not bestowed upon the unified Canadian Armed Forces .",Canadian Forces,Canada,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
47.6666666667,12,0,13,1,per:place_of_death,7b30d2efae1caf4abe258bc8d3b80053d9f7a73b064f491e4a7f168eff273520:0-1:12-13,"She is interred in Forest Lawn Memorial Park in Long Beach , California .",She,California,,15,0.6837634588,3,"Counter({'none': 6, 'per:place_of_death': 5, 'per:places_of_residence': 4, 'per:place_of_birth': 0})",15,0.6837634588,3,15,0.2984272411,"Counter({'none': 0.4122992996494651, 'per:place_of_death': 0.3303343583645938, 'per:places_of_residence': 0.25736634198594116, 'per:place_of_birth': 0.0})","{'none': 0.4122992996494651, 'per:places_of_residence': 0.25736634198594116, 'per:place_of_death': 0.3303343583645938}",none,0.4122992996,0.4122992996,0,0.3303343584,0.257366342
116.8,24,1,27,3,per:founded_org,96fc96cb3af9b4f568d43626fed26bd45ae8f87ce1bf903fcf3ecd0cf6460565:24-27:1-3,Developer Tim Schafer along with others of the Grim Fandango development team would leave LucasArts after this project to begin a new company ( Double Fine Productions ) and go on to produce the similarly problematic Psychonauts .,Tim Schafer,Double Fine Productions,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
78,15,7,16,8,org:alternate_names,76619aecfa35f58f828bb6e7ae48edde33f7dd71046102fb17f87cf288d01467:7-8:15-16,"In 2000 MRI moved manufacturing back to IMI , which later reorganized under the name Israel Weapon Industries .",IMI,Israel,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
64.4666666667,22,18,23,21,org:place_of_headquarters,71dbce716820b78f8fa60c445fec0bf138d256cc428735513a29d5c0a19d584f:18-21:22-23,"He was born in Valtūnai , Lithuania on February 16 , 1902 , received his education at the Vytautas Magnus University in Kaunas , Lithuania , and was ordained to the priesthood in 1933 .",Vytautas Magnus University,Kaunas,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
46.9333333333,10,0,11,2,org:place_of_headquarters,44fb6af860c348b0002a98e3364666d317565e6205ab7925290a95770d947c1d:0-2:10-11,"Klei Entertainment is an independent game development studio located in Vancouver , Canada that develops downloadable video games for Microsoft Windows and Xbox 360 's Xbox Live Arcade .",Klei Entertainment,Vancouver,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
110.266666667,1,18,2,19,per:founded_org,ebd668378660cda5efbb2eb9a685975800e5a06ef8003035db4b6ae549d767a1:1-2:18-19,"The Transcript was founded in 1830 by Henry Dutton and James Wentworth of the firm of Dutton and Wentworth , who were , at that time , the official state printers of Massachusetts .",Wentworth,Transcript,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
77,12,0,13,1,per:place_of_death,278ebece1795ae72f4c04f7e3dfe491debbc6c58444876bed06535418b5a4647:0-1:12-13,"Fox is buried at the Pioneer Cemetery , Dover , Illinois , USA .",Fox,USA,,17,0.6897304947,4,"Counter({'none': 7, 'per:place_of_death': 7, 'per:places_of_residence': 2, 'per:place_of_birth': 1})",17,0.6897304947,4,15,0.3788055789,"Counter({'per:place_of_death': 0.47005215679359696, 'none': 0.468840553615927, 'per:places_of_residence': 0.1312748539724604, 'per:place_of_birth': 0.06752796474147495})","{'per:place_of_birth': 0.06752796474147495, 'per:places_of_residence': 0.1312748539724604, 'none': 0.468840553615927, 'per:place_of_death': 0.47005215679359696}",per:place_of_death,0.4700521568,0.4688405536,0.0675279647,0.4700521568,0.131274854
103.333333333,12,3,15,6,per:founded_org,b2364a3481ce9ee2eeec54eb0325f5a96736182721be01d3044e1b37326800a4:12-15:3-6,"Saudi billionaire Prince Al-Waleed bin Talal plans to sell shares of his Kingdom Holding company in an initial public offering for 5 percent of the capital , Saudi Arabia 's stock exchange said in a statement Wednesday .",Al-Waleed bin Talal,Kingdom Holding company,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
52.6,22,17,23,18,org:alternate_names,8bb4bc7bea16f611af1e7bf60dc404857e9b04facc670b3cb54e999198321e46:17-18:22-23,"After that , Arcidi moved on the World Class Championship Wrestling in Dallas , Texas , where he was known as "" Mr. 705 "" ( referring to his world record bench press ) .",he,Mr.,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
99.4666666667,7,0,9,1,per:place_of_death,b1b1bb14069c837e5f64958105f98a3d1df454ea9a00f3073f081615e2c04838:0-1:7-9,"Amin , who died in 2003 in Saudi Arabia , never returned to his country after he was ousted by Tanzanian troops and Ugandan exiles on April 11 , 1979 .",Amin,Saudi Arabia,,16,0.9977851579,2,"Counter({'per:place_of_death': 15, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'none': 0})",16,0.9977851579,2,15,0.967514379,"Counter({'per:place_of_death': 1.0, 'per:places_of_residence': 0.07158007064030361, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.07158007064030361, 'per:place_of_death': 1.0}",per:place_of_death,1,0,0,1,0.0715800706
61,11,0,12,2,per:place_of_death,9227a32a3fee96e5d6b605b7414dff90c556084147ba86361a938fe0dfd0f278:0-2:11-12,"Marcel Jacob was found dead in his home in Kristineberg , Stockholm on July 21 , 2009 .",Marcel Jacob,Stockholm,,21,0.894427191,2,"Counter({'per:place_of_death': 14, 'per:places_of_residence': 7, 'per:place_of_birth': 0, 'none': 0})",21,0.894427191,2,15,0.8033104765,"Counter({'per:place_of_death': 0.9372503186813139, 'per:places_of_residence': 0.47191925170523813, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.47191925170523813, 'per:place_of_death': 0.9372503186813139}",per:place_of_death,0.9372503187,0,0,0.9372503187,0.4719192517
72.5333333333,9,0,10,2,per:place_of_birth,753f38e51585031d38ed82724f31c6d84859168dfad3b0a3862ec8d941b9ac62:0-2:9-10,"Anthony Doyle MBE ( born Ashford , Middlesex , England , 19 May 1958 ) is a British former professional cyclist .",Anthony Doyle,England,,20,0.7016464154,4,"Counter({'per:place_of_birth': 8, 'per:places_of_residence': 7, 'none': 4, 'per:place_of_death': 1})",20,0.7016464154,4,15,0.3630865925,"Counter({'per:place_of_birth': 0.5196643417702461, 'per:places_of_residence': 0.40416835666994627, 'none': 0.2687726304338577, 'per:place_of_death': 0.0039492608572576785})","{'per:place_of_birth': 0.5196643417702461, 'per:places_of_residence': 0.40416835666994627, 'none': 0.2687726304338577, 'per:place_of_death': 0.0039492608572576785}",per:place_of_birth,0.5196643418,0.2687726304,0.5196643418,0.0039492609,0.4041683567
91.6666666667,8,2,9,4,per:places_of_residence,f493a6b8e3b11b963bc51523a89543caaef740484497366cafd4e67f6167f014:2-4:8-9,"Egyptian President Hosni Mubarak announced on Monday that Egypt will start a program to set up several power-generating nuclear stations in Egypt , local media reported .",Hosni Mubarak,Egypt,,17,0.8250286473,4,"Counter({'none': 9, 'per:places_of_residence': 6, 'per:place_of_birth': 1, 'per:place_of_death': 1})",17,0.8250286473,4,15,0.550111118,"Counter({'none': 0.7055371798852182, 'per:places_of_residence': 0.29446282011478175, 'per:place_of_birth': 0.0040133437518638, 'per:place_of_death': 0.0040133437518638})","{'per:place_of_birth': 0.0040133437518638, 'per:places_of_residence': 0.29446282011478175, 'none': 0.7055371798852182, 'per:place_of_death': 0.0040133437518638}",none,0.7055371799,0.7055371799,0.0040133438,0.0040133438,0.2944628201
50.7333333333,0,2,1,4,org:place_of_headquarters,47bfb4314131e29d4f26f522b4204c9dfdd8aa238f9448792274418dbc8d9169:2-4:0-1,Belgium 's KBC bank on Thursday reported a loss of 906 million euros ( US$ 1.16 billion ) in the third quarter after it wrote down the value of financial assets .,KBC bank,Belgium,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
43.4,20,15,21,17,per:top_member_employee_of_org,2ad369c95b06f8351f63eb76374dae54959def3a473f6611aa4b836a6d20acc1:20-21:15-17,""" Taiwan is a key component of HSBC 's Greater China positioning , "" said Vincent Cheng , chairman of HSBC 's Asian unit , Hongkong & Shanghai Banking Corp .",Vincent Cheng,HSBC,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
34,13,2,14,6,org:place_of_headquarters,c487a4afc40f28fa9cc7423eb50aa03bf690ef2556556cc71009c6c5dcfa5847:2-6:13-14,"ac.uk > London South Bank University , Faculty of BICM Borough Road , London SE1 0AA , United Kingdom URL : http://www.jpbowen.com/",London South Bank University,London,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
58.4,10,1,11,2,per:places_of_residence,8da6971cfa72bc8ef9c0a30a2bf9a12fb955a0ad6bc3ee0ead57240de0ebb1db:1-2:10-11,During his first period as prime minister he upgraded the Japan Defense Agency to full ministry status .,his,Japan,,16,0.9363821838,3,"Counter({'none': 11, 'per:places_of_residence': 4, 'per:place_of_birth': 1, 'per:place_of_death': 0})",16,0.9363821838,3,15,0.577413261,"Counter({'none': 0.74033760870193, 'per:places_of_residence': 0.2596623912980703, 'per:place_of_birth': 0.06371108680315174, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.06371108680315174, 'per:places_of_residence': 0.2596623912980703, 'none': 0.74033760870193}",none,0.7403376087,0.7403376087,0.0637110868,0,0.2596623913
104.933333333,23,1,24,3,per:places_of_residence,69ab630568bd76c95ee7b87b639ea46de65bb0879dd91c9b4e604e0c08cada6b:1-3:23-24,"Dr. Bobby Jones , leader of The Nashville Super Choir , has now opened his own production studio , Visions , located in Nashville , TN .",Bobby Jones,Nashville,,15,0.8320502943,2,"Counter({'per:places_of_residence': 9, 'none': 6, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.8320502943,2,15,0.4823794588,"Counter({'per:places_of_residence': 0.5920517544663023, 'none': 0.4079482455336976, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.4079482455336976, 'per:places_of_residence': 0.5920517544663023}",per:places_of_residence,0.5920517545,0.4079482455,0,0,0.5920517545
50.2,7,31,10,33,org:subsidiaries,3bdff80fb9f4f68214bb6fcfb52de82b0c2092c0136b3ddbe15ca741c4090cfd:7-10:31-33,"Cielos del Sur S.A. , operating as Austral Líneas Aéreas , more commonly known by its shortened name Austral , is a domestic airline of Argentina , the sister company of Aerolíneas Argentinas .",Aerolíneas Argentinas,Austral Líneas Aéreas,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
68.3333333333,3,8,6,10,per:founded_org,eb25fea1cf3a6200b1707ba08bfb969ebfc48c38c92b609b1132131cbba12c48:3-6:8-10,"Gordon Food Service Guardian Industries Corp. ( founder William Davidson ) Halo Burger Harley Ellis Devereaux Haworth ( company ) Henry Ford Hospital Heritage Guitars Herman Miller ( office equipment ) Howard Miller Clock Company Hungry Howie 's Ilitch Holdings , Inc .",William Davidson,Guardian Industries Corp.,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
40.5333333333,2,8,3,10,per:founded_org,fc63ea3135c955a729ada0756e6f43b0aa7e70f080df816b90349e4242bb5036:2-3:8-10,The California-based SpaceX was founded in 2002 by Elon Musk after he sold high - tech firm PayPal to eBay for 1.5 billion dollars .,Elon Musk,SpaceX,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
73.3333333333,3,9,4,11,per:employee_or_member_of,e2d41595b1bb9b41ee9f56c65c6f74af508999a15dee84094b9222a77b365029:9-11:3-4,Secretary of the Interior Gale Norton 2001 - 2006 Dirk Kempthorne 2006 - present,Dirk Kempthorne,Interior,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
95.7333333333,6,29,7,31,per:places_of_residence,d640930e028221f930e6aaca15f37b4d076879b6332e7dee3b3993f28347a3f7:29-31:6-7,"Marks served eight years on the Florida Public Service Commission ( FPSC ) and spent the last two as its Chairman , after being appointed in 1979 by Governor Bob Graham .",Bob Graham,Florida,,15,0.8320502943,2,"Counter({'none': 9, 'per:places_of_residence': 6, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.8320502943,2,15,0.4888125765,"Counter({'none': 0.607120969622156, 'per:places_of_residence': 0.3928790303778441, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.607120969622156, 'per:places_of_residence': 0.3928790303778441}",none,0.6071209696,0.6071209696,0,0,0.3928790304
36.0666666667,7,0,8,1,per:place_of_birth,ad5cc7dc197b2453790f21eaea05a41a32b95566a0192fdba925951ef2409500:0-1:7-8,Khalil served as the Prime Minister of Egypt from 1978 until 1980 .,Khalil,Egypt,,15,0.9397934235,2,"Counter({'none': 11, 'per:places_of_residence': 4, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9397934235,2,15,0.5985158496,"Counter({'none': 0.7503581396588853, 'per:places_of_residence': 0.24964186034111482, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.7503581396588853, 'per:places_of_residence': 0.24964186034111482}",none,0.7503581397,0.7503581397,0,0,0.2496418603
61.2666666667,7,26,8,27,per:place_of_death,42423d82ad44e829f210d0cf6bec54d79d6321abece22015ba57329b67362493:26-27:7-8,"The 54-year-old Bhutto , leader of the Pakistan People 's Party ( PPP ) , was killed in a suicide attack in Rawalpindi Thursday evening when she was attending a rally there .",she,Pakistan,,19,0.7155417528,3,"Counter({'none': 8, 'per:place_of_death': 6, 'per:places_of_residence': 5, 'per:place_of_birth': 0})",19,0.7155417528,3,15,0.4193512266,"Counter({'none': 0.5673726469061369, 'per:place_of_death': 0.35697184082853856, 'per:places_of_residence': 0.2881512346959591, 'per:place_of_birth': 0.0})","{'none': 0.5673726469061369, 'per:places_of_residence': 0.2881512346959591, 'per:place_of_death': 0.35697184082853856}",none,0.5673726469,0.5673726469,0,0.3569718408,0.2881512347
75.8,3,15,4,17,org:place_of_headquarters,e07e6d54f7a29a81a1bef8adcd71086b06158acf6368a1b32390f86115bc6d23:15-17:3-4,"The report said Iran expelled a Greek flight attendant from the private Iranian airline , Kish Air , for using "" Arabian Gulf "" on a monitor over the weekend .",Kish Air,Iran,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
61.6,9,0,10,1,per:place_of_death,516d23f049e9235d3c8e8de03827ba0c6df5331b3a61b693894091dc5435bcfb:0-1:9-10,"Roddick died in a hospital in Chichester , southern England , surrounded by her husband , Gordon , and daughters Sam and Justine , on Monday night , the family said in a statement .",Roddick,England,,17,0.9912279007,2,"Counter({'per:place_of_death': 15, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'none': 0})",17,0.9912279007,2,15,0.9451724169,"Counter({'per:place_of_death': 1.0, 'per:places_of_residence': 0.1287429857024266, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.1287429857024266, 'per:place_of_death': 1.0}",per:place_of_death,1,0,0,1,0.1287429857
76.9333333333,18,16,19,17,per:employee_or_member_of,e8503faa01c006e4304f28b5293aa14a84ce4f99f6189dc2f5b8f6623898535b:16-17:18-19,Love Hurts was released in 1991 and was the third and final studio album released by Cher for Geffen Records .,Cher,Geffen,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
50.9333333333,0,3,2,5,org:place_of_headquarters,5156455aac0155822727868aafb681e0dd649f84ade01295200e812d381dc1ed:3-5:0-2,"Mexico City newspaper El Universal reported they were seriously wounded , citing unspecified police reports .",El Universal,Mexico City,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
40.0666666667,20,0,22,1,per:place_of_death,e313d85c9cf757cc4c79856d5b69a782bbb5eeb462b65ff00e36cfe2f7cbbba6:0-1:20-22,"Pollack , diagnosed with cancer about nine months ago , died Monday afternoon at his home in Pacific Palisades in Los Angeles , said his publicist , Leslee Dart .",Pollack,Los Angeles,,22,0.90618314,2,"Counter({'per:place_of_death': 15, 'per:places_of_residence': 7, 'per:place_of_birth': 0, 'none': 0})",22,0.90618314,2,15,0.8788578596,"Counter({'per:place_of_death': 1.0, 'per:places_of_residence': 0.45341459016609054, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.45341459016609054, 'per:place_of_death': 1.0}",per:place_of_death,1,0,0,1,0.4534145902
84.6,0,14,3,16,org:subsidiaries,607fafb1e4fa9c77e342fddc06ff85c098415b123ac8206e48202dc2c0f698a9:0-3:14-16,China CITIC Bank Corporation is the banking arm of China 's largest investment firm CITIC Group and one of the large commercial lenders in China .,CITIC Group,China CITIC Bank,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
86,19,7,20,8,org:subsidiaries,0ac9cbcd63b45b2d0ea3c1facbe1f1dd519bc700156ab34ac36af9a7b61baea5:19-20:7-8,"In the telecommunications sector , Russia 's VimpelCom on mid-July 2009 announced the commercial launch in Vietnam of its Beeline mobile service through GTEL-Mobile , a joint venture with a Vietnamese state-owned company .",VimpelCom,Beeline,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
65,10,16,12,18,org:alternate_names,2d8f2c71234f5771c81b437ef85c41133dacadb2dddd553fae0d7001acbea4b3:16-18:10-12,"Harder Than the Best is a 1979 compilation album by Winston Rodney , also known as Burning Spear , a Jamaican roots reggae singer and musician known for his Rastafari movement messages .",Burning Spear,Winston Rodney,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
88.2666666667,22,12,23,14,per:place_of_death,438ba915132e3a2cee5fb5f7fb8a7a181f152de11b9af25ef3c05a440c5c3ad3:12-14:22-23,"Since the loss of our family following the sudden death of General Sani Abacha the late former head of the state of Nigeria in june 1998 , WE make the wallet in your life satisfied !",Sani Abacha,Nigeria,,16,0.9,4,"Counter({'none': 9, 'per:places_of_residence': 3, 'per:place_of_death': 3, 'per:place_of_birth': 1})",16,0.9,4,15,0.410161437,"Counter({'none': 0.6190595339403241, 'per:place_of_death': 0.19443885164856653, 'per:places_of_residence': 0.18650161441110924, 'per:place_of_birth': 0.06414364565723202})","{'per:place_of_birth': 0.06414364565723202, 'per:places_of_residence': 0.18650161441110924, 'none': 0.6190595339403241, 'per:place_of_death': 0.19443885164856653}",none,0.6190595339,0.6190595339,0.0641436457,0.1944388516,0.1865016144
