doc_id,index,sentence,sentence_id,validate_verbs,uqs,uqs_initial
wsj_0585,493,"The OTC stocks in the SampP 500 include Nasdaq 's biggest , such as Apple Computer , MCI Communications , Tele-Communications and Liz Claiborne .",31,in_15_17 include_32_39,0.5639875986,0.5140053595
wsj_0662,195,"Kofcoh is a New York holding company for Rosalco Inc. , which imports furniture and other items .",4,is_7_9 holding_21_28 imports_62_69,0.5647322751,0.4971577142
CNN19980126.1600.1104,28,I mean look at the stock .,7,mean_2_6,0.5661266948,0.4857142857
wsj_0583,546,"Usually when a Japanese company is ready to sell , it has few alternatives remaining , and the grim demeanors of Sansui 's directors at a joint news conference here left little doubt that this was not the company 's finest hour .",12,is_32_34 ready_35_40 sell_44_48 has_54_57 at_133_135 conference_149_159 here_160_164 left_165_169 was_193_196,0.5662798061,0.4934804508
ABC19980120.1830.0957,365,This is clearly an opportunity for Cuba to look good internationally .,5,is_5_7 for_31_34 look_43_47 good_48_52,0.5668701377,0.4361355108
wsj_0172,364,Midwest Financial has $ 2.3 billion in assets and eight banks .,3,has_18_21 in_36_38,0.56712522,0.4355040196
VOA19980305.1800.2603,367,"International Women 's Day is this coming Sunday , March eighth .",0,is_27_29 coming_35_41 March_51_56,0.5677432479,0.4717369811
NYT19980907.0112,539,"The U.S. Embassy in Nairobi is now operating out of the offices of the Agency for International Development on The Crescent , in the neighborhood of Nairobi known as the Parklands ; -LRB- 254-2 -RRB- 751-613 .",30,in_17_19 is_28_30 operating_35_44 out_45_48 for_78_81 Development_96_107 on_108_110 in_126_128 known_157_162,0.5678046585,0.576423025
APW19980809.0700,87,Another reason was the location _ a quiet tree-lined neighborhood .,2,was_15_18 __32_33,0.5689264494,0.5140053595
wsj_0557,51,"Nestle S.A. is based in Vevey , Switzerland .",18,is_12_14 based_15_20,0.569654412,0.446183261
WSJ900813-0157,612,There are disagreements among experts about how much pressure will be needed to make Saddam Hussein decide he 's up against the wall and whether simple economic pressure will ever be enough .,46,are_6_9 among_24_29 pressure_53_61 be_67_69 needed_70_76 make_80_84 decide_100_106 s_110_112 pressure_161_169 be_180_182,0.5699498059,0.5934969698
NYT20000224.0173,104,"Prior to Elian , the Gonzalez family apparently was no different .",34,was_48_51,0.5703553955,0.4857142857
ABC19980120.1830.0957,97,"For his part , Fidel Castro is the ultimate political survivor .",0,is_28_30,0.5719825759,0.4666666667
wsj_0583,600,"But even a Japanese company that looks like a dog may turn out to be a good investment for a foreign concern , some management consultants maintain .",20,looks_33_38 turn_54_58 be_66_68 good_71_75 investment_76_86 for_87_90 concern_101_108 consultants_127_138 maintain_139_147,0.5726366875,0.4910411609
PRI19980303.2000.2550,61,"For The World , I 'm Nancy Marshalll .",31,m_18_20,0.5726790464,0.4857142857
wsj_0798,27,The record date is Nov. 9 .,4,is_16_18,0.5734412421,0.4857142857
wsj_0583,623,"Usually when a Japanese company is ready to sell , it has few alternatives remaining , and the grim demeanors of Sansui 's directors at a joint news conference here left little doubt that this was not the company 's finest hour .",12,is_32_34 ready_35_40 sell_44_48 has_54_57 remaining_75_84 directors_123_132 at_133_135 conference_149_159 here_160_164 left_165_169 was_193_196,0.5737201191,0.5687966738
APW19980809.0700,358,Another reason was the location _ a quiet tree-lined neighborhood .,2,was_15_18,0.575649189,0.4857142857
APW20000328.0257,33,`` This is my home . '',6,is_8_10,0.5756980517,0.4666666667
WSJ900813-0157,545,"American strategists are calculating , though , that the trade sanctions -- enforced by an effective though perhaps undeclared naval blockade -- will hold tightly enough to convince Iraq that it will lose in the long run by simply standing pat .",25,are_21_24 calculating_25_36 sanctions_63_72 effective_91_100 blockade_133_141 hold_150_154 convince_173_181 lose_200_204 in_205_207 run_217_220,0.5792556674,0.5176293425
wsj_0918,434,"Sales in the latest quarter were $ 8.59 billion , up 9.4 % from $ 7.85 billion .",7,Sales_0_5 in_6_8 were_28_32 up_50_52,0.5804114666,0.4967081263
APW20000107.0318,49,`` This is a volatile and difficult case .,32,is_8_10,0.5808674895,0.4857142857
wsj_0810,269,"The Paribas offer values Navigation Mixte at about 23 billion francs , depending on how many of Navigation Mixte 's warrants are converted into shares during the takeover battle .",26,values_18_24 depending_71_80 are_125_128 converted_129_138,0.5811213583,0.4940005494
PRI19980303.2000.2550,4,That 's correct .,20,s_5_7,0.5820018463,0.4857142857
wsj_1013,597,The results include a $ 130.2 million write-down of the securities in the high-yield portfolio to the lower of their cost or market value .,7,results_4_11 include_12_19 write-down_38_48 in_67_69 lower_102_107 cost_117_121 market_125_131,0.5829990755,0.5063800092
VOA19980305.1800.2603,169,"The group has branches in Pakistan , Iran , Europe , Australia , and North America .",7,has_10_13,0.583150221,0.4857142857
NYT19980206.0460,444,"Among high school graduates , the rate was 3.9 percent , and college graduates , 1.9 percent .",38,Among_0_5 high_6_10 was_39_42,0.5831507002,0.4557752996
wsj_0928,55,Sun 's results were slightly better than expectations .,3,were_15_19,0.5837221022,0.4857142857
NYT20000414.0296,41,He 's been through a lot . '',27,s_3_5 been_6_10,0.5838672428,0.5028475226
VOA19980331.1700.1533,450,It 's between two to six days for every one uh of the sickest patients across the country .,9,for_30_33,0.5844125862,0.4857142857
APW20000107.0318,398,"But in Cuba , Elian 's father was angry about Burton 's subpoena .",4,in_4_6 was_30_33,0.5854153956,0.46523088
wsj_0176,524,"Property/casualty insurance has been a tough business in recent quarters , as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments .",5,has_28_31 been_32_36 business_45_53 in_54_56 has_86_89 been_90_94 disasters_117_126 Hurricane_135_144 earthquake_169_179 have_180_184 resulted_185_193 in_194_196 payments_202_210,0.5854201725,0.5126285493
wsj_0918,575,"The largest beneficiary will be Seagram Co. , which owns about 23 % of Du Pont .",10,beneficiary_12_23 be_29_31 owns_52_56,0.5858548872,0.4646153304
wsj_0781,580,"Of the big computer makers , only Apple Computer Co. bases its machines on Motorola chips instead .",47,bases_53_58 on_72_74,0.5860352987,0.4972686041
wsj_0918,184,"Sales in the latest quarter were $ 8.59 billion , up 9.4 % from $ 7.85 billion .",7,were_28_32,0.5865916324,0.5238095238
CNN19980227.2130.0067,14,Pierre Thomas has the latest .,2,has_14_17,0.5866477967,0.4857142857
wsj_0520,540,"In addition to selling Japanese-made photocopiers and facsimile machines in Europe and copier supplies in the U.S. , Nashua has three other major businesses : labels and tapes , data storage disks for computers and mail-order photofinishing .",15,In_0_2 addition_3_11 selling_15_22 in_73_75 in_103_105 has_124_127 for_197_200,0.58676871,0.5917697794
wsj_0585,476,"Such investors tend to be more cautious than institutional investors are about re-entering the market after massive selloffs , market makers say .",39,be_23_25 cautious_31_39 are_69_72 market_95_101 market_127_133 say_141_144,0.5876387934,0.4745527318
NYT19980206.0460,277,"`` There are enormous economic and social benefits from our nation 's high-employment economy , '' said Janet Yellen , the chairwoman of the White House 's Council of Economic Advisers .",25,are_9_12 said_99_103,0.5884068312,0.5741359166
VOA19980305.1800.2603,102,"International Women 's Day is this coming Sunday , March eighth .",0,is_27_29 coming_35_41,0.5889291702,0.5091032774
ABC19980120.1830.0957,363,"For his part , Fidel Castro is the ultimate political survivor .",0,For_0_3 part_8_12 is_28_30,0.5895995512,0.4251964921
APW19980322.0749,155,`` Nationalists in the north are not a minority in someone else 's country .,10,are_29_32,0.5921633674,0.5238095238
wsj_0781,531,"Intel 's 80486 chip is the Corvette of Intel 's microprocessors , a super-fast , super-expensive chip that only the most power-hungry computer users are likely to buy for at least several years .",36,is_20_22 are_149_152 likely_153_159 buy_163_166 for_167_170 at_171_173,0.5927690607,0.5835444934
wsj_0585,354,"Shearson Lehman , however , executes program trades for clients .",14,program_37_44 for_52_55,0.5928967566,0.4987043908
wsj_0927,298,"In this year 's third quarter , for example , net was $ 10.5 million , or $ 1.05 a share , compared with $ 10.3 million , or $ 1.02 a share , a year earlier .",15,was_50_53 compared_91_99,0.5931322927,0.464273689
wsj_0340,260,"The Credit Lyonnais purchase , for 33,000 regular common shares and 10,000 newly created shares , is valued at about slightly more than 80 million French francs .",4,created_81_88 is_98_100 valued_101_107,0.5933989778,0.5886576553
wsj_0159,583,"Cara , a food services chain operator and Unicorp , a holding company , are based in Toronto .",8,services_14_22 holding_54_61 are_72_75 based_76_81 in_82_84,0.5939840399,0.4541265652
WSJ900813-0157,621,The naval interdiction force is part of an overall American strategy that officials say is designed to leave the Iraqi leader with only the stark choice of backing out of Kuwait or launching new attacks to change his situation .,15,interdiction_10_22 force_23_28 is_29_31 part_32_36 strategy_60_68 say_84_87 is_88_90 designed_91_99 leave_103_108 leader_119_125 backing_156_163 out_164_167 launching_181_190 attacks_195_202 change_206_212 situation_217_226,0.5941899357,0.5533869438
wsj_0585,406,Kidder Peabody does program trading for its own as well as clients ' accounts .,17,program_20_27 trading_28_35 for_36_39 own_44_47,0.5945101797,0.5639352708
APW20000107.0318,11,He is no one .,9,is_3_5,0.5966604295,0.4857142857
VOA19980331.1700.1533,10,This is VOA Today .,19,is_5_7,0.5966604295,0.4857142857
wsj_0670,13,Revenue was $ 778.6 million .,5,was_8_11,0.5966604295,0.4857142857
wsj_0584,549,"Urging LIN directors to conduct `` a fair auction on a level playing field , '' McCaw asked how well the public interest would be served `` with the Bell operating companies controlling over 94 % of all cellular -LCB- potential customers -RCB- in the nation 's top 10 markets . ''",47,conduct_24_31 fair_37_41 auction_42_49 on_50_52 asked_86_91 interest_112_120 be_127_129 served_130_136 operating_154_163 in_244_246,0.5976064658,0.5400524088
NYT20000224.0173,349,`` But the scars will always be there . '',49,be_29_31 there_32_37,0.5982603941,0.5028475226
PRI19980303.2000.2550,604,The Saudi Arabian government has an atrocious record on human rights and is known to be one of the worst offending countries when it comes to religious persecution .,19,has_29_32 on_53_55 is_73_75 known_76_81 be_85_87 offending_105_114 comes_133_138 persecution_152_163,0.5984807535,0.5617479716
NYT19980206.0460,399,"Inflation has been almost nonexistent , and consumer confidence has been extremely strong .",17,Inflation_0_9 has_10_13 been_14_18 has_64_67 been_68_72,0.5988832057,0.4551692433
wsj_0586,204,"Volume was 840.8 million shares , up from 443.6 million Thursday and the week 's most active session .",6,was_7_10,0.6004609119,0.5238095238
APW19980818.0515,558,`` I am truly in the presence of heroes . '',13,am_5_7 in_14_16,0.6007945648,0.4949577405
wsj_0612,491,"The debentures are convertible into common stock at $ 25 a share , representing a 24 % conversion premium over Thursday 's closing price .",1,are_15_18 convertible_19_30 at_49_51 representing_67_79 conversion_87_97 closing_123_130,0.6014409909,0.5560825834
ABC19980120.1830.0957,67,"For the Cuban government , that is the risk .",20,is_32_34,0.6020905243,0.4857142857
APW20000107.0318,141,"But in Cuba , Elian 's father was angry about Burton 's subpoena .",4,was_30_33,0.6033879861,0.4857142857
PRI19980205.2000.1890,68,For The World I 'm Nancy Marshall in Washington .,7,m_16_18,0.6039394233,0.4857142857
wsj_0575,215,Loan covenants require that the company achieve specified levels of operating earnings and meet a rolling four-quarter profitability test .,14,require_15_22 achieve_40_47 specified_48_57 operating_68_77 meet_91_95,0.6042637578,0.5236800338
wsj_0973,150,GNP is the total value of the nation 's output of goods and services .,7,is_4_6,0.6052830069,0.5238095238
WSJ910225-0066,618,"The American hope is that someone from within Iraq , perhaps from the army 's professional ranks , will step forward and push Saddam Hussein aside so that the country can begin recovering from the disaster .",61,hope_13_17 is_18_20 step_104_108 push_121_125 begin_171_176 recovering_177_187 disaster_197_205,0.605296119,0.5554284531
wsj_0575,467,"Control Data mainframes are designed for numerically intensive computing users , such as the scientific , engineering and academic communities .",32,Control_0_7 are_24_27 designed_28_36 for_37_40,0.6068913207,0.5755109695
NYT20000424.0319,375,"As did Castro , a master manipulator of public opinion in Cuba .",8,did_3_6 opinion_47_54 in_55_57,0.6071529814,0.482949626
ABC19980304.1830.1636,222,"It is , in short , the kind of management job many American women say they 've had to fight for .",11,is_3_5 say_66_69 ve_75_78 had_79_82 fight_86_91,0.6084660913,0.5933933414
wsj_0610,46,`` Kellogg 's main problem is life style .,17,is_27_29,0.6088046718,0.5238095238
VOA19980303.1600.2745,561,VOA 's Jim Teple has details from our southeast news bureau .,3,has_17_20 details_21_28,0.608949944,0.474276094
APW19980818.0515,21,`` We are friends . '',19,are_6_9,0.6089532388,0.5238095238
wsj_0950,478,GMAC profits are combined with earnings from the rest of GM 's operations and attributed to the company 's traditional common stock .,17,are_13_16 combined_17_25 earnings_31_39 operations_63_73 attributed_78_88,0.6090930084,0.5360321207
wsj_0610,469,"Kellogg is based in Battle Creek , Mich. , a city that calls itself the breakfast capital of the world .",14,is_8_10 based_11_16 in_17_19 Battle_20_26 calls_55_60,0.6102816508,0.5186530764
wsj_0991,416,"Total Assets plans and designs computer centers , computer security systems and computer backup systems .",4,plans_13_18,0.6109925443,0.5238095238
AP900816-0139,362,"Overall , more than 2 million foreigners are in both countries .",13,are_41_44 in_45_47,0.6110036312,0.4987043908
wsj_0585,526,"The problem , market makers say , is that while the industrial average and the SampP 500 usually recover as buy programs kick in , the Nasdaq Composite frequently is left behind .",34,problem_4_11 market_14_20 say_28_31 is_34_36 recover_97_104 programs_112_120 kick_121_125 in_126_128 is_163_165 left_166_170,0.6113462207,0.4831478862
ea980120.1830.0071,206,"And right across from the Cuban revolutionary icon Che Guevara , they now have a giant portrait of Jesus .",7,have_74_78,0.6114262786,0.5238095238
NYT20000414.0296,76,"She is Fidel Castro 's younger sister , Juanita .",3,is_4_6,0.6115039508,0.6571428571
ABC19980114.1830.0611,88,"TWA eight hundred center , I think that was him .",15,think_29_34 was_40_43,0.6115771866,0.5399855696
NYT20000414.0296,536,"But the opinion of the woman who runs the modest business , which sells everything from prescription drugs to chewing gum and toys , carries a lot of weight in this part of Miami .",2,opinion_8_15 runs_33_37 business_49_57 carries_133_140 in_157_159 part_165_169,0.6124512929,0.5241216292
wsj_0586,442,"To make them directly comparable , each index is based on the close of 1969 equaling 100 .",42,make_3_7 is_46_48 based_49_54 on_55_57 close_62_67,0.6131582044,0.5166204593
APW19980626.0364,409,"The fine is twice the donation , as provided for under German party financing laws .",5,is_9_11 provided_36_44 for_45_48 under_49_54 financing_68_77,0.6132227143,0.4541072383
APW19991008.0151,569,"The victims in Nairobi , Kenya , numbered 213 , including 12 Americans .",14,in_12_14 including_48_57,0.6134665276,0.5028475226
ABC19980108.1830.0711,32,"Still , there are few buyers .",27,are_14_17,0.6143368381,0.4857142857
wsj_0169,552,The other concern was n't identified .,1,concern_10_17 was_18_21 identified_26_36,0.614413521,0.5338403635
PRI19980303.2000.2550,512,The Saudi Arabian government has an atrocious record on human rights and is known to be one of the worst offending countries when it comes to religious persecution .,19,has_29_32 on_53_55 is_73_75 known_76_81 be_85_87 comes_133_138 persecution_152_163,0.6150329976,0.4996205348
wsj_0816,553,Yield on the issue was 7.88 % .,21,Yield_0_5 on_6_8 was_19_22,0.6153100709,0.5669436141
wsj_0674,270,"Among other things , Innopac is involved in recycling polystyrene foam products that are often used by fast food chains , such as McDonald 's Corp. , for food packaging .",9,is_29_31 involved_32_40 recycling_44_53 are_85_88 used_95_99,0.6155137925,0.5548955813
wsj_0798,101,Woodbridge is a holding company owned by Toronto 's Thomson family .,8,is_11_13 holding_16_23 owned_32_37,0.6156320917,0.4974874882
wsj_0585,377,The average daily share turnover for October is almost 148 million shares .,45,for_33_36 is_45_47,0.6157932728,0.4791781762
wsj_0810,567,One big question now is the likely role of Mr. Fournier 's allies .,18,question_8_16 is_21_23 likely_28_34 role_35_39,0.6166023289,0.448694085
APW19980818.0515,357,`` I am truly in the presence of heroes . '',13,in_14_16,0.6168070774,0.5238095238
wsj_0768,273,"The fund , with a cash cushion of more than 10 % , has '' met all the redemptions without having to sell one thing , '' Mr. Litvack says .",22,has_51_54 met_58_61 having_90_96 sell_100_104 says_132_136,0.6170665155,0.5701841373
APW19980322.0749,292,"The crucible is Portadown , 30 miles -LRB- 50 kms -RRB- southwest of Belfast , where Orangemen march each July from their rural church back downtown _ through the town 's main Catholic area .",17,is_13_15 march_95_100,0.6205014328,0.56971243
wsj_0786,258,"Other new board members include John S. Harrison and Mark A. Adley of First Boston , James F. Lyons , William S. Goldberg and Harold S. Handelsman .",17,include_24_31,0.6222536513,0.580952381
wsj_0667,528,"These payments consisted of $ 54 million in scheduled payments and $ 121 million in prepayments , funded by $ 82.8 million from operating cash flow , zero-coupon subordinated debt and assets sales .",8,payments_6_14 in_41_43 scheduled_44_53 payments_54_62 in_81_83 funded_98_104 operating_128_137 flow_143_147 sales_191_196,0.6239228278,0.5709776775
wsj_0585,246,"The OTC stocks in the SampP 500 include Nasdaq 's biggest , such as Apple Computer , MCI Communications , Tele-Communications and Liz Claiborne .",31,include_32_39,0.6242892986,0.5238095238
WSJ900813-0157,550,"If Iraq chooses a simple war of nerves and economic attrition , the Bush administration knows a long stalemate could try the patience of the American public and the West in general , and could open the possibility that moderate Arabs -- even including Saudi Arabia -- might drop out of the effort against Iraq and accept some deal from Saddam Hussein .",40,war_25_28 try_117_120 in_170_172 open_193_197 drop_274_278 out_279_282 effort_290_296 accept_314_320 deal_326_330,0.6245555273,0.5308188442
wsj_1014,410,"Third-period sales were $ 2.49 billion , up from last year 's $ 2.34 billion .",9,sales_13_18 were_19_23 up_41_43,0.6246214042,0.4974874882
ABC19980304.1830.1636,318,Here 's ABC 's Ned Potter .,3,Here_0_4,0.6264037004,0.5238095238
wsj_0557,290,"Baby Ruth and Butterfinger are both among the top-selling 15 chocolate bars in the U.S. , but RJR 's overall share of the roughly $ 5.1 billion market is less than 5 % .",13,are_27_30 is_151_153,0.6265732026,0.5214165461
wsj_0695,554,Giant has interests in cement making and newsprint .,3,has_6_9 interests_10_19 in_20_22,0.6268115909,0.5446622367
WSJ900813-0157,544,The naval interdiction force is part of an overall American strategy that officials say is designed to leave the Iraqi leader with only the stark choice of backing out of Kuwait or launching new attacks to change his situation .,15,interdiction_10_22 force_23_28 is_29_31 part_32_36 strategy_60_68 say_84_87 is_88_90 designed_91_99 leave_103_108 backing_156_163 out_164_167 launching_181_190 attacks_195_202 change_206_212 situation_217_226,0.6270440649,0.5984614976
NYT19980907.0112,137,`` Our clients are adventure travelers and most of them are very savvy .,27,are_15_18 are_56_59,0.6271519508,0.4987043908
wsj_0584,625,"Urging LIN directors to conduct `` a fair auction on a level playing field , '' McCaw asked how well the public interest would be served `` with the Bell operating companies controlling over 94 % of all cellular -LCB- potential customers -RCB- in the nation 's top 10 markets . ''",47,directors_11_20 conduct_24_31 fair_37_41 auction_42_49 on_50_52 asked_86_91 interest_112_120 be_127_129 served_130_136 operating_154_163 controlling_174_185 in_244_246 markets_268_275,0.6276908529,0.5709560367
NYT20000330.0406,77,`` There are rules and regulations in this country .,36,are_9_12,0.627980941,0.6571428571
NYT20000224.0173,42,Elian should be with his father . '',11,be_13_15,0.6283943259,0.5238095238
wsj_0695,275,"The investor group includes Restaurant Investment Partnership , a California general partnership , and three Rally 's directors : Mr. Sugarman , James M. Trotter III and William E. Trotter II .",4,includes_19_27,0.6284872136,0.580952381
wsj_0583,303,"Usually when a Japanese company is ready to sell , it has few alternatives remaining , and the grim demeanors of Sansui 's directors at a joint news conference here left little doubt that this was not the company 's finest hour .",12,is_32_34 sell_44_48 has_54_57 remaining_75_84 left_165_169 was_193_196,0.6293060397,0.5769574476
wsj_0762,96,The maker of specialty chemicals has about 5.9 million shares outstanding .,1,has_33_36,0.6293178498,0.5238095238
wsj_0811,118,Merrill Lynch Capital Markets Inc. is the sole underwriter for the offering .,7,is_35_37,0.6298282096,0.580952381
wsj_0172,98,Midwest Financial has $ 2.3 billion in assets and eight banks .,3,has_18_21,0.6302824951,0.4857142857
wsj_0781,591,"That 's a break from Compaq tradition , because the company does n't announce products until they 're actually at the dealers .",32,s_5_7 does_60_64 announce_69_77 re_98_101 at_111_113,0.6303959935,0.5515568208
APW19991008.0265,211,"Eight of those are in custody , but the rest remained fugitives , including Saudi radical Osama bin Laden .",9,are_15_18 remained_45_53 including_66_75,0.6309191532,0.4184621418
ABC19980304.1830.1636,471,"It is , in short , the kind of management job many American women say they 've had to fight for .",11,is_3_5 in_8_10 say_66_69 had_79_82 fight_86_91 for_92_95,0.6315494284,0.603447587
APW19980308.0201,232,"Turks feel they have special ties to the whole region , which they ruled for hundreds of years during the Ottoman Empire .",8,feel_6_10 have_16_20 ruled_67_72,0.632620088,0.5513607369
ABC19980108.1830.0711,316,Here 's ABC 's Jim Laurie .,8,Here_0_4,0.633594553,0.5238095238
wsj_0586,439,"On Friday , the Tokyo stock price index of first section issues was down 15.82 at 2681.76 .",21,On_0_2 was_64_67 down_68_72 at_79_81,0.6336593317,0.5101077721
CNN19980227.2130.0067,386,"Live from Atalanta , good evening Lynne Russell , CNN headline news .",0,Live_0_4 good_21_25,0.636156204,0.5595117842
NYT19980907.0112,251,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,televised_12_21 charred_36_43 haunt_96_101,0.6363881519,0.6122809537
VOA19980305.1800.2603,149,A major focus of International Women 's Day is the plight of Afghan women .,1,is_44_46,0.6373195089,0.5238095238
wsj_1006,576,"Mr. Nadeau also is chairman and chief executive of Unigesco Inc. , Provigo 's controlling shareholder .",9,is_16_18 chairman_19_27 controlling_78_89,0.6374739151,0.5942671351
wsj_0585,599,`` It 's harder to sell stocks when the sell programs come in because some market makers do n't want to -LCB- take the orders -RCB- .,26,s_6_8 sell_19_23 programs_45_53 come_54_58 in_59_61 market_75_81 do_89_91 want_96_100 take_110_114 orders_119_125,0.6382689097,0.604770448
NYT20000224.0173,447,"`` There has been a lot of pressure , and he feels this is a family affair . ''",15,has_9_12 been_13_17 pressure_27_35 feels_45_50 is_56_58,0.639253407,0.4959770104
NYT19980206.0460,142,"Inflation has been almost nonexistent , and consumer confidence has been extremely strong .",17,has_10_13 been_14_18 has_64_67 been_68_72,0.6396947085,0.4744162714
wsj_0586,191,"To make them directly comparable , each index is based on the close of 1969 equaling 100 .",42,make_3_7 is_46_48 based_49_54 equaling_76_84,0.6413662634,0.5833960065
NYT20000414.0296,271,"While her brother is the personification of evil in this neighborhood where Cuban flags fly from beatup Buicks , Juanita Castro is a beloved and respected member of this community .",4,is_18_20 fly_88_91 is_128_130,0.6425057489,0.575270589
NYT19980206.0460,138,`` The bottom line is that we 've got a lovely economy . '',12,is_19_21 've_30_33 got_34_37,0.6427592464,0.5446622367
wsj_0376,274,"In a statement , the company said : `` Both parts can only realize their full potential and be appropriately valued by the market if they are separately quoted companies .",13,said_29_33 realize_59_66 be_92_94 valued_109_115 are_138_141 quoted_153_159,0.6434483085,0.5964233097
wsj_0781,162,"Intel clocks the chip 's speed at 15 million instructions per second , or MIPs .",38,clocks_6_12,0.6440290093,0.580952381
WSJ900813-0157,602,The unpredictability of Iraq 's leader is a principal reason the U.S. is going to such great lengths to build a mammoth force in and around Saudi Arabia .,51,leader_32_38 is_39_41 is_70_72 going_73_78 build_104_109 force_120_125 in_126_128,0.6446769766,0.6315004882
wsj_0585,115,The average daily share turnover for October is almost 148 million shares .,45,is_45_47,0.6448254255,0.5238095238
NYT19980206.0466,308,Clinton on Friday .,5,on_8_10,0.644914732,0.5238095238
ABC19980304.1830.1636,588,"It is , in short , the kind of management job many American women say they 've had to fight for .",11,is_3_5 in_8_10 say_66_69 ve_75_78 had_79_82 fight_86_91 for_92_95,0.6453081198,0.5750011934
VOA19980331.1700.1533,384,"Currently , transplant organs are rationed through a regional system of distribution .",2,are_30_33,0.6455394412,0.5238095238
wsj_0781,182,"Of the big computer makers , only Apple Computer Co. bases its machines on Motorola chips instead .",47,bases_53_58,0.645645268,0.580952381
AP900816-0139,44,Iraq has called them `` restrictees . '',14,has_5_8 called_9_15,0.6465966249,0.5741359166
wsj_0585,227,"Such investors tend to be more cautious than institutional investors are about re-entering the market after massive selloffs , market makers say .",39,tend_15_19 be_23_25 are_69_72 re-entering_79_90 say_141_144,0.6473225005,0.5833318082
PRI19980115.2000.0186,70,NPR 's Elaine Corey has more from San Francisco .,2,has_20_23,0.6478087093,0.5238095238
NYT20000105.0325,66,`` This was a simple child custody case . '',28,was_8_11,0.6485536179,0.5238095238
APW19980322.0749,616,"The crucible is Portadown , 30 miles -LRB- 50 kms -RRB- southwest of Belfast , where Orangemen march each July from their rural church back downtown _ through the town 's main Catholic area .",17,is_13_15 march_95_100 back_135_139,0.6487213373,0.6128652663
wsj_0745,305,"The Conservatives do n't dare jeopardize marginal Tory seats in Coventry , where Jaguar has headquarters , nor can the government easily back down on promised protection for a privatized company while it proceeds with controversial plans to privatize most of Britain 's water and electricity industries .",26,do_18_20 dare_25_29 jeopardize_30_40 has_88_91 promised_150_158 privatized_176_186 proceeds_204_212 privatize_241_250,0.6509440285,0.5798799616
WSJ900813-0157,547,"Speaking on the ABC program , Abdul Amir al-Anbari , Iraq 's ambassador to the U.N. , asserted that an embargo on Iraq could plunge the U.S. into a `` depression '' and the rest of the world into an economic `` crisis . ''",18,Speaking_0_8 on_9_11 program_20_27 asserted_86_94 embargo_103_110 on_111_113 plunge_125_131 crisis_211_217,0.6509572634,0.5950083393
NYT20000414.0296,515,"While her brother is the personification of evil in this neighborhood where Cuban flags fly from beatup Buicks , Juanita Castro is a beloved and respected member of this community .",4,is_18_20 in_49_51 fly_88_91 is_128_130,0.6521343568,0.5879755302
wsj_0907,376,The earnings-per-share figures reflect a 25 % stock dividend in June 1989 .,4,reflect_31_38 in_61_63,0.653725654,0.5595117842
wsj_0662,168,"In the quarter ended July 31 , Jayark had an average of 5.6 million shares outstanding .",7,ended_15_20 had_38_41,0.6538540553,0.5140053595
NYT19980206.0460,577,"The less money the government needs to borrow , the more is freed for private investment .",22,needs_30_35 borrow_39_45 is_57_59 freed_60_65 for_66_69 investment_78_88,0.655186418,0.6160431065
wsj_0781,226,"That 's a break from Compaq tradition , because the company does n't announce products until they 're actually at the dealers .",32,s_5_7 does_60_64 announce_69_77 're_98_101,0.6553336526,0.658216175
wsj_0612,243,"The debentures are convertible into common stock at $ 25 a share , representing a 24 % conversion premium over Thursday 's closing price .",1,are_15_18 representing_67_79,0.6556684743,0.5399855696
wsj_0585,572,Kidder Peabody does program trading for its own as well as clients ' accounts .,17,does_15_19 program_20_27 trading_28_35 for_36_39 own_44_47,0.6565441998,0.6077496287
APW19991008.0151,140,"The victims in Nairobi , Kenya , numbered 213 , including 12 Americans .",14,numbered_33_41 including_48_57,0.657083335,0.5212183053
ABC19980108.1830.0711,124,"In Hong Kong , is always belongs to the seller 's market .",12,is_15_17 belongs_25_32,0.6580603954,0.6078076681
wsj_0991,26,Revenue was about $ 4.5 million .,2,was_8_11,0.6585868682,0.5238095238
APW20000107.0318,2,Who is he ?,8,is_4_6,0.6592590095,0.5238095238
wsj_0527,461,Net interest income for the third quarter declined to $ 35.6 million from $ 70.1 million a year ago .,10,interest_4_12 income_13_19 for_20_23 declined_42_50,0.6598358654,0.6053235382
PRI19980303.2000.2550,511,"Inside the Islamic Saudi academy in Mount Vernon , Virginia , many of the girls wear head scarves and some of the neatly dressed children are in uniforms .",5,in_33_35 head_85_89 are_138_141 in_142_144,0.6619075146,0.5102006458
wsj_1006,175,"Mr. Nadeau also is chairman and chief executive of Unigesco Inc. , Provigo 's controlling shareholder .",9,is_16_18 controlling_78_89,0.6620050145,0.5495093791
wsj_0520,620,"In addition to selling Japanese-made photocopiers and facsimile machines in Europe and copier supplies in the U.S. , Nashua has three other major businesses : labels and tapes , data storage disks for computers and mail-order photofinishing .",15,In_0_2 addition_3_11 selling_15_22 in_73_75 in_103_105 has_124_127 businesses_146_156 for_197_200,0.6620099356,0.7060745204
wsj_1013,248,The results include a $ 130.2 million write-down of the securities in the high-yield portfolio to the lower of their cost or market value .,7,include_12_19,0.6635572789,0.580952381
